,StockCode,Description,0
1757,22600,CHRISTMAS RETROSPOT STAR WOOD,200
1758,22601,CHRISTMAS RETROSPOT ANGEL WOOD,207
1759,22601,check,1
1760,22602,CHRISTMAS RETROSPOT HEART WOOD,28
1761,22602,RETROSPOT WOODEN HEART DECORATION,255
1762,22603,CHRISTMAS RETROSPOT TREE WOOD,179
1763,22604,SET OF 4 NAPKIN CHARMS CUTLERY,131
1764,22605,WOODEN CROQUET GARDEN SET,307
1765,22606,WOODEN SKITTLES GARDEN SET,153
1766,22606,check,2
1767,22607,WOODEN ROUNDERS GARDEN SET ,366
1768,22608,PENS ASSORTED FUNKY JEWELED ,146
1769,22609,PENS ASSORTED SPACEBALL,159
1770,22610,PENS ASSORTED FUNNY FACE,218
1771,22611,VINTAGE UNION JACK SHOPPING BAG,47
1772,22613,PACK OF 20 SPACEBOY NAPKINS,148
1773,22614,PACK OF 12 SPACEBOY TISSUES,228
1774,22615,PACK OF 12 CIRCUS PARADE TISSUES ,104
1775,22616,PACK OF 12 LONDON TISSUES ,531
1776,22617,BAKING SET SPACEBOY DESIGN,483
1777,22617,"mouldy, thrown away.",1
1778,22618,COOKING SET RETROSPOT,31
1779,22618,"mouldy, unsaleable.",1
1780,22619,SET OF 6 SOLDIER SKITTLES,455
1781,22620,4 TRADITIONAL SPINNING TOPS,498
1782,22621,TRADITIONAL KNITTING NANCY,625
1783,22622,BOX OF VINTAGE ALPHABET BLOCKS,272
1784,22623,BOX OF VINTAGE JIGSAW BLOCKS ,243
1785,22624,IVORY KITCHEN SCALES,741
1786,22625,RED KITCHEN SCALES,577
1787,22626,BLACK KITCHEN SCALES,210
1788,22627,MINT KITCHEN SCALES,379
1789,22628,PICNIC BOXES SET OF 3 RETROSPOT ,203
1790,22629,SPACEBOY LUNCH BOX ,924
1791,22630,DOLLY GIRL LUNCH BOX,881
1792,22631,CIRCUS PARADE LUNCH BOX ,411
1793,22632,HAND WARMER RED POLKA DOT,18
1794,22632,HAND WARMER RED RETROSPOT,395
1795,22633,HAND WARMER UNION JACK,515
1796,22634,CHILDS BREAKFAST SET SPACEBOY ,250
1797,22635,CHILDS BREAKFAST SET DOLLY GIRL ,204
1798,22636,CHILDS BREAKFAST SET CIRCUS PARADE,213
1799,22637,PIGGY BANK RETROSPOT ,357
1800,22637,damages,1
1801,22638,SET OF 4 NAPKIN CHARMS CROWNS ,53
1802,22639,SET OF 4 NAPKIN CHARMS HEARTS,152
1803,22640,SET OF 4 NAPKIN CHARMS 3 KEYS ,58
1804,22641,SET OF 4 NAPKIN CHARMS INSTRUMENT,37
1805,22642,SET OF 4 NAPKIN CHARMS STARS   ,53
1806,22643,SET OF 4 NAPKIN CHARMS LEAVES   ,50
1807,22644,CERAMIC CHERRY CAKE MONEY BANK,283
1808,22645,CERAMIC HEART FAIRY CAKE MONEY BANK,363
1809,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,406
1810,22647,CERAMIC LOVE HEART MONEY BANK,47
1811,22649,STRAWBERRY FAIRY CAKE TEAPOT,230
1812,22650,CERAMIC PIRATE CHEST MONEY BANK,148
1813,22651,GENTLEMAN SHIRT REPAIR KIT ,170
1814,22652,TRAVEL SEWING KIT,478
1815,22652,check,1
1816,22653,BUTTON BOX ,256
1817,22654,DELUXE SEWING KIT ,345
1818,22655,VINTAGE RED KITCHEN CABINET,46
1819,22655,damages/showroom etc,1
1820,22656,VINTAGE BLUE KITCHEN CABINET,26
1821,22659,LUNCH BOX I LOVE LONDON,750
1822,22660,DOORMAT I LOVE LONDON,102
1823,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,425
1824,22662,LUNCH BAG DOLLY GIRL DESIGN,706
1825,22663,JUMBO BAG DOLLY GIRL DESIGN,454
1826,22664,TOY TIDY DOLLY GIRL DESIGN,165
1827,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,371
1828,22666,RECIPE BOX PANTRY YELLOW DESIGN,1180
1829,22667,RECIPE BOX RETROSPOT ,499
1830,22667,damaged,1
1831,22668,PINK BABY BUNTING,351
1832,22669,RED BABY BUNTING ,235
1833,22670,FRENCH WC SIGN BLUE METAL,306
1834,22671,FRENCH LAUNDRY SIGN BLUE METAL,146
1835,22672,FRENCH BATHROOM SIGN BLUE METAL,224
1836,22673,FRENCH GARDEN SIGN BLUE METAL,135
1837,22674,FRENCH TOILET SIGN BLUE METAL,193
1838,22675,FRENCH KITCHEN SIGN BLUE METAL,172
1839,22676,FRENCH BLUE METAL DOOR SIGN 1,213
1840,22677,FRENCH BLUE METAL DOOR SIGN 2,196
1841,22678,FRENCH BLUE METAL DOOR SIGN 3,170
1842,22679,FRENCH BLUE METAL DOOR SIGN 4,161
1843,22680,FRENCH BLUE METAL DOOR SIGN 5,164
1844,22681,FRENCH BLUE METAL DOOR SIGN 6,137
1845,22682,FRENCH BLUE METAL DOOR SIGN 7,122
1846,22683,FRENCH BLUE METAL DOOR SIGN 8,130
1847,22684,FRENCH BLUE METAL DOOR SIGN 9,110
1848,22685,FRENCH BLUE METAL DOOR SIGN 0,105
1849,22686,FRENCH BLUE METAL DOOR SIGN No,167
1850,22687,DOORMAT CHRISTMAS VILLAGE,52
1851,22687,adjustment,1
1852,22687,had been put aside,1
1853,22688,DOORMAT PEACE ON EARTH BLUE,32
1854,22689,DOORMAT MERRY CHRISTMAS RED ,150
1855,22689,had been put aside,1
1856,22690,DOORMAT HOME SWEET HOME BLUE ,293
1857,22691,DOORMAT WELCOME SUNRISE,123
1858,22692,DOORMAT WELCOME TO OUR HOME,452
1859,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,307
1860,22694,WICKER STAR ,419
1861,22695,WICKER WREATH SMALL,125
1862,22696,WICKER WREATH LARGE,158
1863,22697,GREEN REGENCY TEACUP AND SAUCER,1085
1864,22698,PINK REGENCY TEACUP AND SAUCER,829
1865,22699,ROSES REGENCY TEACUP AND SAUCER ,1138
1866,22700,BLACK AND WHITE DOG BOWL,57
1867,22700,smashed,1
1868,22701,PINK DOG BOWL,121
1869,22702,BLACK AND WHITE CAT BOWL,49
1870,22703,PINK CAT BOWL,123
1871,22704,WRAP RED APPLES ,177
1872,22705,WRAP GREEN PEARS ,79
1873,22706,WRAP COWBOYS  ,72
1874,22707,WRAP MONSTER FUN ,49
1875,22708,WRAP DOLLY GIRL,101
1876,22709,WRAP WEDDING DAY,39
1877,22710,WRAP I LOVE LONDON ,106
1878,22711,WRAP CIRCUS PARADE,106
1879,22712,CARD DOLLY GIRL ,319
1880,22713,CARD I LOVE LONDON ,224
1881,22714,CARD BIRTHDAY COWBOY,226
1882,22715,CARD WEDDING DAY,130
1883,22716,CARD CIRCUS PARADE,289
1884,22717,CARD DOG AND BALL ,131
1885,22718,CARD CAT AND TREE ,172
1886,22719,GUMBALL MONOCHROME COAT RACK,114
1887,22719,sold as 22467,1
1888,22719,wrong barcode (22467),1
1889,22719,wrong code,1
1890,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,1473
1891,22721,SET OF 3 CAKE TINS SKETCHBOOK,300
1892,22722,SET OF 6 SPICE TINS PANTRY DESIGN,870
1893,22723,SET OF 6 HERB TINS SKETCHBOOK,305
1894,22725,ALARM CLOCK BAKELIKE CHOCOLATE,453
1895,22726,ALARM CLOCK BAKELIKE GREEN,1024
1896,22727,ALARM CLOCK BAKELIKE RED ,1107
1897,22728,ALARM CLOCK BAKELIKE PINK,810
1898,22729,ALARM CLOCK BAKELIKE ORANGE,473
1899,22730,ALARM CLOCK BAKELIKE IVORY,594
1900,22731,3D CHRISTMAS STAMPS STICKERS ,145
1901,22732,3D VINTAGE CHRISTMAS STICKERS ,190
1902,22733,3D TRADITIONAL CHRISTMAS STICKERS,201
1903,22734,FOUND,1
1904,22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,440
1905,22734,amazon,3
1906,22734,amazon sales,1
1907,22735,RIBBON REEL SOCKS AND MITTENS,141
1908,22736,RIBBON REEL MAKING SNOWMEN ,232
1909,22737,RIBBON REEL CHRISTMAS PRESENT ,269
1910,22738,RIBBON REEL SNOWY VILLAGE,283
1911,22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,327
1912,22740,?,1
1913,22740,POLKADOT PEN,170
1914,22740,adjustment,1
1915,22741,FUNKY DIVA PEN,237
1916,22742,MAKE YOUR OWN PLAYTIME CARD KIT,105
1917,22743,MAKE YOUR OWN FLOWERPOWER CARD KIT,211
1918,22744,MAKE YOUR OWN MONSOON CARD KIT,178
1919,22745,POPPY'S PLAYHOUSE BEDROOM ,436
1920,22746,POPPY'S PLAYHOUSE LIVINGROOM ,335
1921,22747,POPPY'S PLAYHOUSE BATHROOM,233
1922,22748,POPPY'S PLAYHOUSE KITCHEN,451
1923,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,469
1924,22750,FELTCRAFT PRINCESS LOLA DOLL,428
1925,22751,FELTCRAFT PRINCESS OLIVIA DOLL,295
1926,22752,SET 7 BABUSHKA NESTING BOXES,389
1927,22753,SMALL YELLOW BABUSHKA NOTEBOOK ,220
1928,22754,SMALL RED BABUSHKA NOTEBOOK ,270
1929,22755,SMALL PURPLE BABUSHKA NOTEBOOK ,256
1930,22756,LARGE YELLOW BABUSHKA NOTEBOOK ,123
1931,22757,LARGE RED BABUSHKA NOTEBOOK ,165
1932,22758,LARGE PURPLE BABUSHKA NOTEBOOK  ,181
1933,22759,SET OF 3 NOTEBOOKS IN PARCEL,441
1934,22759,check,2
1935,22759,found,1
1936,22760,"TRAY, BREAKFAST IN BED",86
1937,22761,CHEST 7 DRAWER MA CAMPAGNE,27
1938,22762,CUPBOARD 3 DRAWER MA CAMPAGNE,119
1939,22763,KEY CABINET MA CAMPAGNE,112
1940,22764,"RUSTIC WOODEN CABINET, GLASS DOORS",4
1941,22765,NEWSPAPER STAND,5
1942,22766,PHOTO FRAME CORNICE,533
1943,22767,TRIPLE PHOTO FRAME CORNICE ,235
1944,22768,FAMILY PHOTO FRAME CORNICE,287
1945,22769,CHALKBOARD KITCHEN ORGANISER,10
1946,22770,MIRROR CORNICE,66
1947,22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,458
1948,22772,PINK DRAWER KNOB ACRYLIC EDWARDIAN,264
1949,22773,GREEN DRAWER KNOB ACRYLIC EDWARDIAN,196
1950,22774,RED DRAWER KNOB ACRYLIC EDWARDIAN,146
1951,22775,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,256
1952,22776,"CAKESTAND, 3 TIER, LOVEHEART",1
1953,22776,SWEETHEART 3 TIER CAKE STAND ,170
1954,22776,SWEETHEART CAKESTAND 3 TIER,407
1955,22777,GLASS BELL JAR LARGE,1
1956,22777,GLASS CLOCHE LARGE,61
1957,22778,GLASS BELL JAR SMALL,1
1958,22778,GLASS CLOCHE SMALL,166
1959,22778,check,1
1960,22779,WOODEN OWLS LIGHT GARLAND ,160
1961,22780,LIGHT GARLAND BUTTERFILES PINK,142
1962,22781,GUMBALL MAGAZINE RACK,246
1963,22782,SET 3 WICKER STORAGE BASKETS ,74
1964,22783,SET 3 WICKER OVAL BASKETS W LIDS,33
1965,22784,LANTERN CREAM GAZEBO ,336
1966,22784,damages,1
1967,22785,SQUARECUSHION COVER PINK UNION FLAG,32
1968,22785,SQUARECUSHION COVER PINK UNION JACK,42
1969,22786,CUSHION COVER PINK UNION JACK,47
1970,22788,BROCANTE COAT RACK,64
1971,22789,T-LIGHT HOLDER SWEETHEART HANGING,144
1972,22791,T-LIGHT GLASS FLUTED ANTIQUE,361
1973,22792,FLUTED ANTIQUE CANDLE HOLDER,209
1974,22792,damages,1
1975,22794,SWEETHEART WIRE MAGAZINE RACK,186
1976,22795,SWEETHEART RECIPE BOOK STAND,375
1977,22796,Not rcvd in 10/11/2010 delivery,1
1978,22796,PHOTO FRAME 3 CLASSIC HANGING,257
1979,22797,CHEST OF DRAWERS GINGHAM HEART ,101
1980,22797,damages,2
1981,22798,ANTIQUE GLASS DRESSING TABLE POT,285
1982,22799,SWEETHEART WIRE FRUIT BOWL,90
1983,22800,ANTIQUE TALL SWIRLGLASS TRINKET POT,210
1984,22801,ANTIQUE GLASS PEDESTAL BOWL,237
1985,22802,FAUX FUR CHOCOLATE THROW,50
1986,22803,IVORY EMBROIDERED QUILT ,31
1987,22804,CANDLEHOLDER PINK HANGING HEART,416
1988,22804,PINK HANGING HEART T-LIGHT HOLDER,79
1989,22804,Wrongly mrked had 85123a in box,1
1990,22805,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,200
1991,22806,SET OF 6 T-LIGHTS WEDDING CAKE ,38
1992,22807,SET OF 6 T-LIGHTS TOADSTOOLS,199
1993,22808,SET OF 6 T-LIGHTS EASTER CHICKS,76
1994,22809,SET OF 6 T-LIGHTS SANTA,213
1995,22810,SET OF 6 T-LIGHTS SNOWMEN,171
1996,22810,check,1
1997,22811,SET OF 6 T-LIGHTS CACTI ,110
1998,22812,?,1
1999,22812,PACK 3 BOXES CHRISTMAS PANETTONE,25
2000,22812,PACK 3 BOXES CHRISTMAS PANNETONE,169
2001,22812,check,1
2002,22813,PACK 3 BOXES BIRD PANETTONE ,31
2003,22813,PACK 3 BOXES BIRD PANNETONE ,187
2004,22814,CARD PARTY GAMES ,236
2005,22815,CARD PSYCHEDELIC APPLES,269
2006,22816,CARD MOTORBIKE SANTA,271
2007,22817,CARD SUKI BIRTHDAY,290
2008,22818,CARD CHRISTMAS VILLAGE,249
2009,22819,"BIRTHDAY CARD, RETRO SPOT",270
2010,22820,GIFT BAG BIRTHDAY,79
2011,22821,GIFT BAG PSYCHEDELIC APPLES,141
2012,22822,CREAM WALL PLANTER HEART SHAPED,161
2013,22823,CHEST NATURAL WOOD 20 DRAWERS,13
2014,22823,test,2
2015,22824,3 TIER SWEETHEART GARDEN SHELF,44
2016,22825,DECORATIVE PLANT POT WITH FRIEZE,29
2017,22826,LOVE SEAT ANTIQUE WHITE METAL,45
2018,22827,RUSTIC  SEVENTEEN DRAWER SIDEBOARD,29
2019,22828,REGENCY MIRROR WITH SHUTTERS,7
2020,22829,SWEETHEART WIRE WALL TIDY,113
2021,22830,UTILTY CABINET WITH HOOKS,6
2022,22831,WHITE BROCANTE SOAP DISH,123
2023,22832,BROCANTE SHELF WITH HOOKS,81
2024,22833,HALL CABINET WITH 3 DRAWERS,5
2025,22834,HAND WARMER BABUSHKA DESIGN,386
2026,22835,HOT WATER BOTTLE I AM SO POORLY,679
2027,22837,?,1
2028,22837,Found,1
2029,22837,HOT WATER BOTTLE BABUSHKA ,188
2030,22837,HOT WATER BOTTLE BABUSHKA LARGE,1
2031,22838,3 TIER CAKE TIN RED AND CREAM,182
2032,22839,3 TIER CAKE TIN GREEN AND CREAM,214
2033,22840,ROUND CAKE TIN VINTAGE RED,289
2034,22841,ROUND CAKE TIN VINTAGE GREEN,224
2035,22842,BISCUIT TIN VINTAGE RED,177
2036,22843,BISCUIT TIN VINTAGE GREEN,137
2037,22844,VINTAGE CREAM DOG FOOD CONTAINER,429
2038,22845,VINTAGE CREAM CAT FOOD CONTAINER,327
2039,22846,BREAD BIN DINER STYLE RED ,296
2040,22847,BREAD BIN DINER STYLE IVORY,406
2041,22847,"BREAD BIN, DINER STYLE, IVORY",1
2042,22848,AMAZON,1
2043,22848,BREAD BIN DINER STYLE PINK,137
2044,22848,check,1
2045,22849,BREAD BIN DINER STYLE MINT,138
2046,22849,"BREAD BIN, DINER STYLE, MINT",1
2047,22851,SET 20 NAPKINS FAIRY CAKES DESIGN ,363
2048,22852,DOG BOWL VINTAGE CREAM,127
2049,22853,CAT BOWL VINTAGE CREAM,117
2050,22854,CREAM SWEETHEART EGG HOLDER,166
2051,22855,FINE WICKER HEART ,240
2052,22856,ASSORTED EASTER DECORATIONS  BELLS,29
2053,22856,sold as set on dotcom,1
2054,22857,ASSORTED EASTER GIFT TAGS,64
2055,22857,sold as set on dotcom,1
2056,22858,EASTER TIN KEEPSAKE,142
2057,22859,EASTER TIN BUNNY BOUQUET,167
2058,22860,EASTER TIN CHICKS PINK DAISY,113
2059,22861,EASTER TIN CHICKS IN GARDEN,50
2060,22862,LOVE HEART NAPKIN BOX ,69
2061,22863,SOAP DISH BROCANTE,114
2062,22865,HAND WARMER OWL DESIGN,687
2063,22866,HAND WARMER SCOTTY DOG DESIGN,585
2064,22867,HAND WARMER BIRD DESIGN,574
2065,22868,NUMBER TILE COTTAGE GARDEN 0 ,21
2066,22869,NUMBER TILE COTTAGE GARDEN 1,45
2067,22870,NUMBER TILE COTTAGE GARDEN 2,41
2068,22871,NUMBER TILE COTTAGE GARDEN 3 ,25
2069,22872,NUMBER TILE COTTAGE GARDEN 4,30
2070,22873,NUMBER TILE COTTAGE GARDEN 5,26
2071,22874,NUMBER TILE COTTAGE GARDEN 6,22
2072,22875,NUMBER TILE COTTAGE GARDEN 7,25
2073,22876,NUMBER TILE COTTAGE GARDEN 8,20
2074,22877,NUMBER TILE COTTAGE GARDEN 9,20
2075,22878,NUMBER TILE COTTAGE GARDEN No,34
2076,22879,NUMBER TILE VINTAGE FONT 0,16
2077,22880,NUMBER TILE VINTAGE FONT 1,33
2078,22881,NUMBER TILE VINTAGE FONT 2,34
2079,22882,NUMBER TILE VINTAGE FONT 3,43
2080,22883,NUMBER TILE VINTAGE FONT 4,33
2081,22884,NUMBER TILE VINTAGE FONT 5,36
2082,22885,NUMBER TILE VINTAGE FONT 6 ,29
2083,22886,NUMBER TILE VINTAGE FONT 7,25
2084,22887,NUMBER TILE VINTAGE FONT 8,23
2085,22888,NUMBER TILE VINTAGE FONT 9 ,21
2086,22889,NUMBER TILE VINTAGE FONT No ,35
2087,22890,NOVELTY BISCUITS CAKE STAND 3 TIER,183
2088,22891,TEA FOR ONE POLKADOT,190
2089,22892,SET OF SALT AND PEPPER TOADSTOOLS,217
2090,22892,check,1
2091,22893,MINI CAKE STAND T-LIGHT HOLDER,148
2092,22894,TABLECLOTH RED APPLES DESIGN ,123
2093,22895,SET OF 2 TEA TOWELS APPLE AND PEARS,292
2094,22896,PEG BAG APPLE DESIGN,1
2095,22896,PEG BAG APPLES DESIGN,294
2096,22897,OVEN MITT APPLES DESIGN,218
2097,22898,CHILDRENS APRON APPLES DESIGN,372
2098,22899,CHILDREN'S APRON DOLLY GIRL ,320
2099,22900, SET 2 TEA TOWELS I LOVE LONDON ,282
2100,22900,SET 2 TEA TOWELS I LOVE LONDON ,282
2101,22902,TOTE BAG I LOVE LONDON,140
2102,22903,CALENDAR FAMILY FAVOURITES,59
2103,22904,CALENDAR PAPER CUT DESIGN,279
2104,22905,CALENDAR IN SEASON DESIGN,112
2105,22906,12 MESSAGE CARDS WITH ENVELOPES,265
2106,22907,PACK OF 20 NAPKINS PANTRY DESIGN,709
2107,22908,PACK OF 20 NAPKINS RED APPLES,389
2108,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,640
2109,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,850
2110,22911,PAPER CHAIN KIT LONDON,99
2111,22912,YELLOW COAT RACK PARIS FASHION,103
2112,22913,RED COAT RACK PARIS FASHION,114
2113,22914,BLUE COAT RACK PARIS FASHION,160
2114,22915,ASSORTED BOTTLE TOP  MAGNETS ,189
2115,22915,sold as set on dotcom,1
2116,22916,HERB MARKER THYME,246
2117,22917,HERB MARKER ROSEMARY,249
2118,22918,HERB MARKER PARSLEY,247
2119,22919,HERB MARKER MINT,248
2120,22920,HERB MARKER BASIL,250
2121,22921,HERB MARKER CHIVES ,216
2122,22922,FRIDGE MAGNETS US DINER ASSORTED,107
2123,22922,sold as set on dotcom,1
2124,22923,FRIDGE MAGNETS LES ENFANTS ASSORTED,88
2125,22923,sold as set on dotcom,1
2126,22924,FRIDGE MAGNETS LA VIE EN ROSE,95
2127,22924,sold as set on dotcom,1
2128,22925,AMAZON,1
2129,22925,BLUE GIANT GARDEN THERMOMETER,189
2130,22925,check,1
2131,22926,IVORY GIANT GARDEN THERMOMETER,205
2132,22927,?,1
2133,22927,Amazon,1
2134,22927,GREEN GIANT GARDEN THERMOMETER,155
2135,22927,damaged,1
2136,22928,YELLOW GIANT GARDEN THERMOMETER,119
2137,22929,SCHOOL DESK AND CHAIR ,15
2138,22930,BAKING MOULD HEART MILK CHOCOLATE,193
2139,22931,BAKING MOULD HEART WHITE CHOCOLATE,132
2140,22932,BAKING MOULD TOFFEE CUP  CHOCOLATE,1
2141,22932,BAKING MOULD TOFFEE CUP CHOCOLATE,73
2142,22933,BAKING MOULD EASTER EGG MILK CHOC,125
2143,22934,BAKING MOULD EASTER EGG WHITE CHOC,79
2144,22935,BAKING MOULD ROSE MILK CHOCOLATE,66
2145,22936,BAKING MOULD ROSE WHITE CHOCOLATE,53
2146,22937,BAKING MOULD CHOCOLATE CUP CAKES,2
2147,22937,BAKING MOULD CHOCOLATE CUPCAKES,165
2148,22937,BAKING MOULD CUPCAKE CHOCOLATE,1
2149,22938,CUPCAKE LACE PAPER SET 6,192
2150,22939,ADULT APRON APPLE DELIGHT,46
2151,22939,APRON APPLE DELIGHT,84
2152,22940,FELTCRAFT CHRISTMAS FAIRY,339
2153,22941,CHRISTMAS LIGHTS 10 REINDEER,333
2154,22942,CHRISTMAS LIGHTS 10 SANTAS ,166
2155,22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,222
2156,22943,check,2
2157,22944,CHRISTMAS METAL POSTCARD WITH BELLS,116
2158,22944,sold as set on dotcom,1
2159,22945,CHRISTMAS METAL TAGS ASSORTED ,183
2160,22945,sold as set on dotcom,1
2161,22946,WOODEN ADVENT CALENDAR CREAM,146
2162,22946,check,1
2163,22947,WOODEN ADVENT CALENDAR RED,141
2164,22948,METAL DECORATION NAUGHTY CHILDREN ,146
2165,22948,sold as set on dotcom,1
2166,22949,36 DOILIES DOLLY GIRL,92
2167,22949,SET OF 36 DOLLY GIRL PAPER DOILIES,16
2168,22950,36 DOILIES VINTAGE CHRISTMAS,181
2169,22950,SET OF 36 VINTAGE CHRISTMAS DOILIES,9
2170,22951,60 CAKE CASES DOLLY GIRL DESIGN,458
2171,22952,60 CAKE CASES VINTAGE CHRISTMAS,652
2172,22952,72 CAKE CASES VINTAGE CHRISTMAS,1
2173,22953,BIRTHDAY BANNER TAPE,1
2174,22953,BIRTHDAY PARTY CORDON BARRIER TAPE,98
2175,22954,HEN PARTY CORDON BARRIER TAPE,42
2176,22955,36 FOIL STAR CAKE CASES ,140
2177,22956,36 FOIL HEART CAKE CASES,209
2178,22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,223
2179,22959,WRAP CHRISTMAS VILLAGE,145
2180,22959,check,1
2181,22960,JAM MAKING SET WITH JARS,1229
2182,22961,JAM MAKING SET PRINTED,1182
2183,22962,JAM JAR WITH PINK LID,366
2184,22963,JAM JAR WITH BLUE LID,1
2185,22963,JAM JAR WITH GREEN LID,321
2186,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,391
2187,22965,3 TRADITIONAL COOKIE CUTTERS  SET,4
2188,22965,3 TRADITIONAl BISCUIT CUTTERS  SET,240
2189,22966,GINGERBREAD MAN COOKIE CUTTER,691
2190,22967,SET 3 SONG BIRD PAPER EGGS ASSORTED,143
2191,22968,ROSE COTTAGE KEEPSAKE BOX ,200
2192,22968,water damage,1
2193,22969,HOMEMADE JAM SCENTED CANDLES,655
2194,22970,LONDON BUS COFFEE MUG,328
2195,22971,QUEENS GUARD COFFEE MUG,279
2196,22972,CHILDREN'S SPACEBOY MUG,239
2197,22972,CHILDRENS SPACEBOY MUG,2
2198,22973,CHILDREN'S CIRCUS PARADE MUG,151
2199,22974,CHILDRENS DOLLY GIRL MUG,216
2200,22975,SPACEBOY CHILDRENS EGG CUP,189
2201,22976,CIRCUS PARADE CHILDRENS EGG CUP ,151
2202,22977,DOLLY GIRL CHILDRENS EGG CUP,138
2203,22978,PANTRY ROLLING PIN,251
2204,22979,PANTRY WASHING UP BRUSH,395
2205,22980,PANTRY SCRUBBING BRUSH,303
2206,22981,PANTRY APPLE CORER,111
2207,22982,PANTRY PASTRY BRUSH,215
2208,22983,CARD BILLBOARD FONT,447
2209,22984,CARD GINGHAM ROSE ,165
2210,22985,WRAP BILLBOARD FONTS DESIGN,64
2211,22985,"WRAP, BILLBOARD FONTS DESIGN",35
2212,22986,GINGHAM ROSE WRAP,73
2213,22986,WRAP GINGHAM ROSE ,83
2214,22987,WRAP SUMMER ROSE DESIGN,5
2215,22988,SOLDIERS EGG CUP ,439
2216,22989,SET 2 PANTRY DESIGN TEA TOWELS,383
2217,22990,COTTON APRON PANTRY DESIGN,179
2218,22991,GIRAFFE WOODEN RULER,287
2219,22992,REVOLVER WOODEN RULER ,367
2220,22993,SET OF 4 PANTRY JELLY MOULDS,1111
2221,22994,TRAVEL CARD WALLET RETROSPOT,227
2222,22995,TRAVEL CARD WALLET SUKI,273
2223,22996,TRAVEL CARD WALLET VINTAGE TICKET,422
2224,22997,TRAVEL CARD WALLET UNION JACK,235
2225,22998,TRAVEL CARD WALLET KEEP CALM,557
2226,22999,TRAVEL CARD WALLET RETRO PETALS,109
2227,22999,TRAVEL CARD WALLET VINTAGE LEAF,123
2228,23000,TRAVEL CARD WALLET TRANSPORT,285
2229,23001,TRAVEL CARD WALLET DOTCOMGIFTSHOP,1
2230,23002,TRAVEL CARD WALLET SKULLS,205
2231,23003,Printing smudges/thrown away,1
2232,23003,TRAVEL CARD WALLET VINTAGE ROSE ,54
2233,23004,TRAVEL CARD WALLET PANTRY,231
2234,23005,TRAVEL CARD WALLET I LOVE LONDON,249
2235,23005,printing smudges/thrown away,2
2236,23006,TRAVEL CARD WALLET FLOWER MEADOW,179
2237,23007, SPACEBOY BABY GIFT SET,188
2238,23008,DOLLY GIRL BABY GIFT SET,139
2239,23009,I LOVE LONDON BABY GIFT SET,103
2240,23010,CIRCUS PARADE BABY GIFT SET,114
2241,23012,GLASS APOTHECARY BOTTLE PERFUME,256
2242,23013,GLASS APOTHECARY BOTTLE TONIC,228
2243,23014,GLASS APOTHECARY BOTTLE ELIXIR,216
2244,23015,CORDIAL GLASS JUG,21
2245,23015,CORDIAL JUG,2
2246,23016,GLASS TWIST BON BON JAR,25
2247,23017,APOTHECARY MEASURING JAR,23
2248,23018,LARGE APOTHECARY MEASURING JAR ,21
2249,23019,SMALL APOTHECARY MEASURING JAR ,28
2250,23020,GLASS  SONGBIRD STORAGE JAR,79
2251,23020,GLASS SONGBIRD STORAGE JAR,3
2252,23020,smashed,1
2253,23021,GLASS BONNE JAM JAR,28
2254,23022,SMALL BONNE JAM JAR  T-LIGHT HOLDER,26
2255,23023,RIDGED BONNE JAM JAR T-LIGHT HOLDER,28
2256,23024,LARGE BONNE JAM JAR  T-LIGHT HOLDER,12
2257,23025,DRAWER KNOB VINTAGE GLASS BALL,55
2258,23026,DRAWER KNOB VINTAGE GLASS STAR,67
2259,23027,DRAWER KNOB VINTAGE GLASS HEXAGON,30
2260,23028,DOORKNOB CRACKED GLAZE BLUE,3
2261,23028,DRAWER KNOB CRACKLE GLAZE BLUE,139
2262,23029,DOORKNOB CRACKED GLAZE GREEN,2
2263,23029,DRAWER KNOB CRACKLE GLAZE GREEN,162
2264,23029,damages,1
2265,23031,DOORKNOB CRACKED GLAZE PINK,2
2266,23031,DRAWER KNOB CRACKLE GLAZE PINK,164
2267,23032,DOORKNOB CRACKED GLAZE IVORY,6
2268,23032,DRAWER KNOB CRACKLE GLAZE IVORY,212
2269,23032,damages,1
2270,23033,DRAWER KNOB CERAMIC RED,75
2271,23034,DRAWER KNOB CERAMIC BLACK,93
2272,23035,DOORKNOB CERAMIC IVORY,1
2273,23035,DRAWER KNOB CERAMIC IVORY,196
2274,23035,check,1
2275,23036,T-LIGHT HOLDER SILVER PETIT FOUR ,17
